FileIndex,Category
9505,OBAMA_PRIMARY2008
9506,OBAMA_PRIMARY2008
9507,OBAMA_PRIMARY2008
9508,OBAMA_PRIMARY2008
9509,OBAMA_PRIMARY2008
9510,OBAMA_PRIMARY2008
9511,OBAMA_PRIMARY2008
9512,OBAMA_PRIMARY2008
9513,OBAMA_PRIMARY2008
9514,OBAMA_PRIMARY2008
9515,OBAMA_PRIMARY2008
9516,OBAMA_PRIMARY2008
9517,OBAMA_PRIMARY2008
9518,OBAMA_PRIMARY2008
9519,OBAMA_PRIMARY2008
9520,OBAMA_PRIMARY2008
9521,OBAMA_PRIMARY2008
9522,OBAMA_PRIMARY2008
9523,OBAMA_PRIMARY2008
9524,OBAMA_PRIMARY2008
9525,OBAMA_PRIMARY2008
9526,OBAMA_PRIMARY2008
9527,OBAMA_PRIMARY2008
9528,OBAMA_PRIMARY2008
9529,OBAMA_PRIMARY2008
9530,OBAMA_PRIMARY2008
9531,OBAMA_PRIMARY2008
9532,OBAMA_PRIMARY2008
9533,OBAMA_PRIMARY2008
9534,OBAMA_PRIMARY2008
9535,OBAMA_PRIMARY2008
9536,OBAMA_PRIMARY2008
9537,OBAMA_PRIMARY2008
9538,OBAMA_PRIMARY2008
9539,OBAMA_PRIMARY2008
9540,OBAMA_PRIMARY2008
9541,OBAMA_PRIMARY2008
9542,OBAMA_PRIMARY2008
9543,OBAMA_PRIMARY2008
9544,OBAMA_PRIMARY2008
9545,OBAMA_PRIMARY2008
9546,OBAMA_PRIMARY2008
9547,OBAMA_PRIMARY2008
9548,OBAMA_PRIMARY2008
9549,OBAMA_PRIMARY2008
9550,OBAMA_PRIMARY2008
9551,OBAMA_PRIMARY2008
9552,OBAMA_PRIMARY2008
9553,OBAMA_PRIMARY2008
9554,OBAMA_PRIMARY2008
9555,OBAMA_PRIMARY2008
9556,OBAMA_PRIMARY2008
9557,OBAMA_PRIMARY2008
9558,OBAMA_PRIMARY2008
9559,OBAMA_PRIMARY2008
9560,OBAMA_PRIMARY2008
9561,OBAMA_PRIMARY2008
9562,OBAMA_PRIMARY2008
9563,OBAMA_PRIMARY2008
9564,OBAMA_PRIMARY2008
9565,OBAMA_PRIMARY2008
9566,OBAMA_PRIMARY2008
9567,OBAMA_PRIMARY2008
9568,OBAMA_PRIMARY2008
9569,OBAMA_PRIMARY2008
9570,OBAMA_PRIMARY2008
9571,OBAMA_PRIMARY2008
9572,OBAMA_PRIMARY2008
9573,OBAMA_PRIMARY2008
9574,OBAMA_PRIMARY2008
9575,OBAMA_PRIMARY2008
9576,OBAMA_PRIMARY2008
9577,OBAMA_PRIMARY2008
9578,OBAMA_PRIMARY2008
9579,OBAMA_PRIMARY2008
9580,OBAMA_PRIMARY2008
9581,OBAMA_PRIMARY2008
9582,OBAMA_PRIMARY2008
9583,OBAMA_PRIMARY2008
9584,OBAMA_PRIMARY2008
9585,OBAMA_PRIMARY2008
9586,OBAMA_PRIMARY2008
9587,OBAMA_PRIMARY2008
9588,OBAMA_PRIMARY2008
9589,OBAMA_PRIMARY2008
9590,OBAMA_PRIMARY2008
9591,OBAMA_PRIMARY2008
9592,OBAMA_PRIMARY2008
9593,OBAMA_PRIMARY2008
9594,OBAMA_PRIMARY2008
9595,OBAMA_PRIMARY2008
9596,OBAMA_PRIMARY2008
9597,OBAMA_PRIMARY2008
9598,OBAMA_PRIMARY2008
9599,OBAMA_PRIMARY2008
9600,OBAMA_PRIMARY2008
9601,OBAMA_PRIMARY2008
9602,OBAMA_PRIMARY2008
9603,OBAMA_PRIMARY2008
9604,OBAMA_PRIMARY2008
9605,OBAMA_PRIMARY2008
9606,OBAMA_PRIMARY2008
9607,OBAMA_PRIMARY2008
9608,OBAMA_PRIMARY2008
9609,OBAMA_PRIMARY2008
9610,OBAMA_PRIMARY2008
9611,OBAMA_PRIMARY2008
9612,OBAMA_PRIMARY2008
9613,OBAMA_PRIMARY2008
9614,OBAMA_PRIMARY2008
9615,OBAMA_PRIMARY2008
9616,OBAMA_PRIMARY2008
9617,OBAMA_PRIMARY2008
9618,OBAMA_PRIMARY2008
9619,OBAMA_PRIMARY2008
9620,OBAMA_PRIMARY2008
9621,OBAMA_PRIMARY2008
9622,OBAMA_PRIMARY2008
9623,OBAMA_PRIMARY2008
9624,OBAMA_PRIMARY2008
9625,OBAMA_PRIMARY2008
9626,OBAMA_PRIMARY2008
9627,OBAMA_PRIMARY2008
9628,OBAMA_PRIMARY2008
9629,OBAMA_PRIMARY2008
9630,OBAMA_PRIMARY2008
9631,OBAMA_PRIMARY2008
9632,OBAMA_PRIMARY2008
9633,OBAMA_PRIMARY2008
9634,OBAMA_PRIMARY2008
9635,OBAMA_PRIMARY2008
9636,OBAMA_PRIMARY2008
9637,OBAMA_PRIMARY2008
9638,OBAMA_PRIMARY2008
9639,OBAMA_PRIMARY2008
9640,OBAMA_PRIMARY2008
9641,OBAMA_PRIMARY2008
9642,OBAMA_PRIMARY2008
9643,OBAMA_PRIMARY2008
9644,OBAMA_PRIMARY2008
9645,OBAMA_PRIMARY2008
9646,OBAMA_PRIMARY2008
9647,OBAMA_PRIMARY2008
9648,OBAMA_PRIMARY2008
9649,OBAMA_PRIMARY2008
9650,OBAMA_PRIMARY2008
9651,OBAMA_PRIMARY2008
9652,OBAMA_PRIMARY2008
9653,OBAMA_PRIMARY2008
9654,OBAMA_PRIMARY2008
9655,OBAMA_PRIMARY2008
9656,OBAMA_PRIMARY2008
9657,OBAMA_PRIMARY2008
9658,OBAMA_PRIMARY2008
9659,OBAMA_PRIMARY2008
9660,OBAMA_PRIMARY2008
9661,OBAMA_PRIMARY2008
9662,OBAMA_PRIMARY2008
9663,OBAMA_PRIMARY2008
9664,OBAMA_PRIMARY2008
9665,OBAMA_PRIMARY2008
9666,OBAMA_PRIMARY2008
9667,OBAMA_PRIMARY2008
9668,OBAMA_PRIMARY2008
9669,OBAMA_PRIMARY2008
9670,OBAMA_PRIMARY2008
9671,OBAMA_PRIMARY2008
9672,OBAMA_PRIMARY2008
9673,OBAMA_PRIMARY2008
9674,OBAMA_PRIMARY2008
9675,OBAMA_PRIMARY2008
9676,OBAMA_PRIMARY2008
9677,OBAMA_PRIMARY2008
9678,OBAMA_PRIMARY2008
9679,OBAMA_PRIMARY2008
9680,OBAMA_PRIMARY2008
9681,OBAMA_PRIMARY2008
9682,OBAMA_PRIMARY2008
9683,OBAMA_PRIMARY2008
9684,OBAMA_PRIMARY2008
9685,OBAMA_PRIMARY2008
9686,OBAMA_PRIMARY2008
9687,OBAMA_PRIMARY2008
9688,OBAMA_PRIMARY2008
9689,OBAMA_PRIMARY2008
9690,OBAMA_PRIMARY2008
9691,OBAMA_PRIMARY2008
9692,OBAMA_PRIMARY2008
9693,OBAMA_PRIMARY2008
9694,OBAMA_PRIMARY2008
9695,OBAMA_PRIMARY2008
9696,OBAMA_PRIMARY2008
9697,OBAMA_PRIMARY2008
9698,OBAMA_PRIMARY2008
9699,OBAMA_PRIMARY2008
9700,OBAMA_PRIMARY2008
9701,OBAMA_PRIMARY2008
9702,OBAMA_PRIMARY2008
9703,OBAMA_PRIMARY2008
9704,OBAMA_PRIMARY2008
9705,OBAMA_PRIMARY2008
9706,OBAMA_PRIMARY2008
9707,OBAMA_PRIMARY2008
9708,OBAMA_PRIMARY2008
9709,OBAMA_PRIMARY2008
9710,OBAMA_PRIMARY2008
9711,OBAMA_PRIMARY2008
9712,OBAMA_PRIMARY2008
9713,OBAMA_PRIMARY2008
9714,OBAMA_PRIMARY2008
9715,OBAMA_PRIMARY2008
9716,OBAMA_PRIMARY2008
9717,OBAMA_PRIMARY2008
9718,OBAMA_PRIMARY2008
9719,OBAMA_PRIMARY2008
9720,OBAMA_PRIMARY2008
9721,OBAMA_PRIMARY2008
9722,OBAMA_PRIMARY2008
9723,OBAMA_PRIMARY2008
9724,OBAMA_PRIMARY2008
9725,OBAMA_PRIMARY2008
9726,OBAMA_PRIMARY2008
9727,OBAMA_PRIMARY2008
9728,OBAMA_PRIMARY2008
9729,OBAMA_PRIMARY2008
9730,OBAMA_PRIMARY2008
9731,OBAMA_PRIMARY2008
9732,OBAMA_PRIMARY2008
9733,OBAMA_PRIMARY2008
9734,OBAMA_PRIMARY2008
9735,OBAMA_PRIMARY2008
9736,OBAMA_PRIMARY2008
9737,OBAMA_PRIMARY2008
9738,OBAMA_PRIMARY2008
9739,OBAMA_PRIMARY2008
9740,OBAMA_PRIMARY2008
9741,OBAMA_PRIMARY2008
9742,OBAMA_PRIMARY2008
9743,OBAMA_PRIMARY2008
9744,OBAMA_PRIMARY2008
9745,OBAMA_PRIMARY2008
9746,OBAMA_PRIMARY2008
9747,OBAMA_PRIMARY2008
9748,OBAMA_PRIMARY2008
9749,OBAMA_PRIMARY2008
9750,OBAMA_PRIMARY2008
9751,OBAMA_PRIMARY2008
9752,OBAMA_PRIMARY2008
9753,OBAMA_PRIMARY2008
9754,OBAMA_PRIMARY2008
9755,OBAMA_PRIMARY2008
9756,OBAMA_PRIMARY2008
9757,OBAMA_PRIMARY2008
9758,OBAMA_PRIMARY2008
9759,OBAMA_PRIMARY2008
9760,OBAMA_PRIMARY2008
9761,OBAMA_PRIMARY2008
9762,OBAMA_PRIMARY2008
9763,OBAMA_PRIMARY2008
9764,OBAMA_PRIMARY2008
9765,OBAMA_PRIMARY2008
9766,OBAMA_PRIMARY2008
9767,OBAMA_PRIMARY2008
9768,OBAMA_PRIMARY2008
9769,OBAMA_PRIMARY2008
9770,OBAMA_PRIMARY2008
9771,OBAMA_PRIMARY2008
9772,OBAMA_PRIMARY2008
9773,OBAMA_PRIMARY2008
9774,OBAMA_PRIMARY2008
9775,OBAMA_PRIMARY2008
9776,OBAMA_PRIMARY2008
9777,OBAMA_PRIMARY2008
9778,OBAMA_PRIMARY2008
9779,OBAMA_PRIMARY2008
9780,OBAMA_PRIMARY2008
9781,OBAMA_PRIMARY2008
9782,OBAMA_PRIMARY2008
9783,OBAMA_PRIMARY2008
9784,OBAMA_PRIMARY2008
9785,OBAMA_PRIMARY2008
9786,OBAMA_PRIMARY2008
9787,OBAMA_PRIMARY2008
9788,OBAMA_PRIMARY2008
9789,OBAMA_PRIMARY2008
9790,OBAMA_PRIMARY2008
9791,OBAMA_PRIMARY2008
9792,OBAMA_PRIMARY2008
9793,OBAMA_PRIMARY2008
9794,OBAMA_PRIMARY2008
9795,OBAMA_PRIMARY2008
9796,OBAMA_PRIMARY2008
9797,OBAMA_PRIMARY2008
9798,OBAMA_PRIMARY2008
9799,OBAMA_PRIMARY2008
9800,OBAMA_PRIMARY2008
9801,OBAMA_PRIMARY2008
9802,OBAMA_PRIMARY2008
9803,OBAMA_PRIMARY2008
9804,OBAMA_PRIMARY2008
9805,OBAMA_PRIMARY2008
9806,OBAMA_PRIMARY2008
9807,OBAMA_PRIMARY2008
9808,OBAMA_PRIMARY2008
9809,OBAMA_PRIMARY2008
9810,OBAMA_PRIMARY2008
9811,OBAMA_PRIMARY2008
9812,OBAMA_PRIMARY2008
9813,OBAMA_PRIMARY2008
9814,OBAMA_PRIMARY2008
9815,OBAMA_PRIMARY2008
9816,OBAMA_PRIMARY2008
9817,OBAMA_PRIMARY2008
9818,OBAMA_PRIMARY2008
9819,OBAMA_PRIMARY2008
9820,OBAMA_PRIMARY2008
9821,OBAMA_PRIMARY2008
9822,OBAMA_PRIMARY2008
9823,OBAMA_PRIMARY2008
9824,OBAMA_PRIMARY2008
9825,OBAMA_PRIMARY2008
9826,OBAMA_PRIMARY2008
9827,OBAMA_PRIMARY2008
9828,OBAMA_PRIMARY2008
9829,OBAMA_PRIMARY2008
9830,OBAMA_PRIMARY2008
9831,OBAMA_PRIMARY2008
9832,OBAMA_PRIMARY2008
9833,OBAMA_PRIMARY2008
9834,OBAMA_PRIMARY2008
9835,OBAMA_PRIMARY2008
9836,OBAMA_PRIMARY2008
9837,OBAMA_PRIMARY2008
9838,OBAMA_PRIMARY2008
9839,OBAMA_PRIMARY2008
9840,OBAMA_PRIMARY2008
9841,OBAMA_PRIMARY2008
9842,OBAMA_PRIMARY2008
9843,OBAMA_PRIMARY2008
9844,OBAMA_PRIMARY2008
9845,OBAMA_PRIMARY2008
9846,OBAMA_PRIMARY2008
9847,OBAMA_PRIMARY2008
9848,OBAMA_PRIMARY2008
9849,OBAMA_PRIMARY2008
9850,OBAMA_PRIMARY2008
9851,OBAMA_PRIMARY2008
9852,OBAMA_PRIMARY2008
9853,OBAMA_PRIMARY2008
9854,OBAMA_PRIMARY2008
9855,OBAMA_PRIMARY2008
9856,OBAMA_PRIMARY2008
9857,OBAMA_PRIMARY2008
9858,OBAMA_PRIMARY2008
9859,OBAMA_PRIMARY2008
9860,OBAMA_PRIMARY2008
9861,OBAMA_PRIMARY2008
9862,OBAMA_PRIMARY2008
9863,OBAMA_PRIMARY2008
9864,OBAMA_PRIMARY2008
9865,OBAMA_PRIMARY2008
9866,OBAMA_PRIMARY2008
9867,OBAMA_PRIMARY2008
9868,OBAMA_PRIMARY2008
9869,OBAMA_PRIMARY2008
9870,OBAMA_PRIMARY2008
9871,OBAMA_PRIMARY2008
9872,OBAMA_PRIMARY2008
9873,OBAMA_PRIMARY2008
9874,OBAMA_PRIMARY2008
9875,OBAMA_PRIMARY2008
9876,OBAMA_PRIMARY2008
9877,OBAMA_PRIMARY2008
9878,OBAMA_PRIMARY2008
9879,OBAMA_PRIMARY2008
9880,OBAMA_PRIMARY2008
9881,OBAMA_PRIMARY2008
9882,OBAMA_PRIMARY2008
9883,OBAMA_PRIMARY2008
9884,OBAMA_PRIMARY2008
9885,OBAMA_PRIMARY2008
9886,OBAMA_PRIMARY2008
9887,OBAMA_PRIMARY2008
9888,OBAMA_PRIMARY2008
9889,OBAMA_PRIMARY2008
9890,OBAMA_PRIMARY2008
9891,OBAMA_PRIMARY2008
9892,OBAMA_PRIMARY2008
9893,OBAMA_PRIMARY2008
9894,OBAMA_PRIMARY2008
9895,OBAMA_PRIMARY2008
9896,OBAMA_PRIMARY2008
9897,OBAMA_PRIMARY2008
9898,OBAMA_PRIMARY2008
9899,OBAMA_PRIMARY2008
9900,OBAMA_PRIMARY2008
9901,OBAMA_PRIMARY2008
9902,OBAMA_PRIMARY2008
9903,OBAMA_PRIMARY2008
9904,OBAMA_PRIMARY2008
9905,OBAMA_PRIMARY2008
9906,OBAMA_PRIMARY2008
9907,OBAMA_PRIMARY2008
9908,OBAMA_PRIMARY2008
9909,OBAMA_PRIMARY2008
9910,OBAMA_PRIMARY2008
9911,OBAMA_PRIMARY2008
9912,OBAMA_PRIMARY2008
9913,OBAMA_PRIMARY2008
9914,OBAMA_PRIMARY2008
9915,OBAMA_PRIMARY2008
9916,OBAMA_PRIMARY2008
9917,OBAMA_PRIMARY2008
9918,OBAMA_PRIMARY2008
9919,OBAMA_PRIMARY2008
9920,OBAMA_PRIMARY2008
9921,OBAMA_PRIMARY2008
9922,OBAMA_PRIMARY2008
9923,OBAMA_PRIMARY2008
9924,OBAMA_PRIMARY2008
9925,OBAMA_PRIMARY2008
9926,OBAMA_PRIMARY2008
9927,OBAMA_PRIMARY2008
9928,OBAMA_PRIMARY2008
9929,OBAMA_PRIMARY2008
9930,OBAMA_PRIMARY2008
9931,OBAMA_PRIMARY2008
9932,OBAMA_PRIMARY2008
9933,OBAMA_PRIMARY2008
9934,OBAMA_PRIMARY2008
9935,OBAMA_PRIMARY2008
9936,OBAMA_PRIMARY2008
9937,OBAMA_PRIMARY2008
9938,OBAMA_PRIMARY2008
9939,OBAMA_PRIMARY2008
9940,OBAMA_PRIMARY2008
9941,OBAMA_PRIMARY2008
9942,OBAMA_PRIMARY2008
9943,OBAMA_PRIMARY2008
9944,OBAMA_PRIMARY2008
9945,OBAMA_PRIMARY2008
9946,OBAMA_PRIMARY2008
9947,OBAMA_PRIMARY2008
9948,OBAMA_PRIMARY2008
9949,OBAMA_PRIMARY2008
9950,OBAMA_PRIMARY2008
9951,OBAMA_PRIMARY2008
9952,OBAMA_PRIMARY2008
9953,OBAMA_PRIMARY2008
9954,OBAMA_PRIMARY2008
9955,OBAMA_PRIMARY2008
9956,OBAMA_PRIMARY2008
9957,OBAMA_PRIMARY2008
9958,OBAMA_PRIMARY2008
9959,OBAMA_PRIMARY2008
9960,OBAMA_PRIMARY2008
9961,OBAMA_PRIMARY2008
9962,OBAMA_PRIMARY2008
9963,OBAMA_PRIMARY2008
9964,OBAMA_PRIMARY2008
9965,OBAMA_PRIMARY2008
9966,OBAMA_PRIMARY2008
9967,OBAMA_PRIMARY2008
9968,OBAMA_PRIMARY2008
9969,OBAMA_PRIMARY2008
9970,OBAMA_PRIMARY2008
9971,OBAMA_PRIMARY2008
9972,OBAMA_PRIMARY2008
9973,OBAMA_PRIMARY2008
9974,OBAMA_PRIMARY2008
9975,OBAMA_PRIMARY2008
9976,OBAMA_PRIMARY2008
9977,OBAMA_PRIMARY2008
9978,OBAMA_PRIMARY2008
9979,OBAMA_PRIMARY2008
9980,OBAMA_PRIMARY2008
9981,OBAMA_PRIMARY2008
9982,OBAMA_PRIMARY2008
9983,OBAMA_PRIMARY2008
9984,OBAMA_PRIMARY2008
9985,OBAMA_PRIMARY2008
9986,OBAMA_PRIMARY2008
9987,OBAMA_PRIMARY2008
9988,OBAMA_PRIMARY2008
9989,OBAMA_PRIMARY2008
9990,OBAMA_PRIMARY2008
9991,OBAMA_PRIMARY2008
9992,OBAMA_PRIMARY2008
9993,OBAMA_PRIMARY2008
9994,OBAMA_PRIMARY2008
9995,OBAMA_PRIMARY2008
9996,OBAMA_PRIMARY2008
9997,OBAMA_PRIMARY2008
9998,OBAMA_PRIMARY2008
9999,OBAMA_PRIMARY2008
10000,OBAMA_PRIMARY2008
10001,OBAMA_PRIMARY2008
10002,OBAMA_PRIMARY2008
10003,OBAMA_PRIMARY2008
10004,OBAMA_PRIMARY2008
10005,OBAMA_PRIMARY2008
10006,OBAMA_PRIMARY2008
10007,OBAMA_PRIMARY2008
10008,OBAMA_PRIMARY2008
10009,OBAMA_PRIMARY2008
10010,OBAMA_PRIMARY2008
10011,OBAMA_PRIMARY2008
10012,OBAMA_PRIMARY2008
10013,OBAMA_PRIMARY2008
10014,OBAMA_PRIMARY2008
10015,OBAMA_PRIMARY2008
10016,OBAMA_PRIMARY2008
10017,OBAMA_PRIMARY2008
10018,OBAMA_PRIMARY2008
10019,OBAMA_PRIMARY2008
10020,OBAMA_PRIMARY2008
10021,OBAMA_PRIMARY2008
10022,OBAMA_PRIMARY2008
10023,OBAMA_PRIMARY2008
10024,OBAMA_PRIMARY2008
10025,OBAMA_PRIMARY2008
10026,OBAMA_PRIMARY2008
10027,OBAMA_PRIMARY2008
10028,OBAMA_PRIMARY2008
10029,OBAMA_PRIMARY2008
10030,OBAMA_PRIMARY2008
10031,OBAMA_PRIMARY2008
10032,OBAMA_PRIMARY2008
10033,OBAMA_PRIMARY2008
10034,OBAMA_PRIMARY2008
10035,OBAMA_PRIMARY2008
10036,OBAMA_PRIMARY2008
10037,OBAMA_PRIMARY2008
10038,OBAMA_PRIMARY2008
10039,OBAMA_PRIMARY2008
10040,OBAMA_PRIMARY2008
10041,OBAMA_PRIMARY2008
10042,OBAMA_PRIMARY2008
10043,OBAMA_PRIMARY2008
10044,OBAMA_PRIMARY2008
10045,OBAMA_PRIMARY2008
10046,OBAMA_PRIMARY2008
10047,OBAMA_PRIMARY2008
10048,OBAMA_PRIMARY2008
10049,OBAMA_PRIMARY2008
10050,OBAMA_PRIMARY2008
10051,OBAMA_PRIMARY2008
10052,OBAMA_PRIMARY2008
10053,OBAMA_PRIMARY2008
10054,OBAMA_PRIMARY2008
10055,OBAMA_PRIMARY2008
10056,OBAMA_PRIMARY2008
10057,OBAMA_PRIMARY2008
10058,OBAMA_PRIMARY2008
10059,OBAMA_PRIMARY2008
10060,OBAMA_PRIMARY2008
10061,OBAMA_PRIMARY2008
10062,OBAMA_PRIMARY2008
10063,OBAMA_PRIMARY2008
10064,OBAMA_PRIMARY2008
10065,OBAMA_PRIMARY2008
10066,OBAMA_PRIMARY2008
10067,OBAMA_PRIMARY2008
10068,OBAMA_PRIMARY2008
10069,OBAMA_PRIMARY2008
10070,OBAMA_PRIMARY2008
10071,OBAMA_PRIMARY2008
10072,OBAMA_PRIMARY2008
10073,OBAMA_PRIMARY2008
10074,OBAMA_PRIMARY2008
10075,OBAMA_PRIMARY2008
10076,OBAMA_PRIMARY2008
10077,OBAMA_PRIMARY2008
10078,OBAMA_PRIMARY2008
10079,OBAMA_PRIMARY2008
10080,OBAMA_PRIMARY2008
10081,OBAMA_PRIMARY2008
10082,OBAMA_PRIMARY2008
10083,OBAMA_PRIMARY2008
10084,OBAMA_PRIMARY2008
10085,OBAMA_PRIMARY2008
10086,OBAMA_PRIMARY2008
10087,OBAMA_PRIMARY2008
10088,OBAMA_PRIMARY2008
10089,OBAMA_PRIMARY2008
10090,OBAMA_PRIMARY2008
10091,OBAMA_PRIMARY2008
10092,OBAMA_PRIMARY2008
10093,OBAMA_PRIMARY2008
10094,OBAMA_PRIMARY2008
10095,OBAMA_PRIMARY2008
10096,OBAMA_PRIMARY2008
10097,OBAMA_PRIMARY2008
10098,OBAMA_PRIMARY2008
10099,OBAMA_PRIMARY2008
10100,OBAMA_PRIMARY2008
10101,OBAMA_PRIMARY2008
10102,OBAMA_PRIMARY2008
10103,OBAMA_PRIMARY2008
10104,OBAMA_PRIMARY2008
10105,OBAMA_PRIMARY2008
10106,OBAMA_PRIMARY2008
10107,OBAMA_PRIMARY2008
10108,OBAMA_PRIMARY2008
10109,OBAMA_PRIMARY2008
10110,OBAMA_PRIMARY2008
10111,OBAMA_PRIMARY2008
10112,OBAMA_PRIMARY2008
10113,OBAMA_PRIMARY2008
10114,OBAMA_PRIMARY2008
10115,OBAMA_PRIMARY2008
10116,OBAMA_PRIMARY2008
10117,OBAMA_PRIMARY2008
10118,OBAMA_PRIMARY2008
10119,OBAMA_PRIMARY2008
10120,OBAMA_PRIMARY2008
10121,OBAMA_PRIMARY2008
10122,OBAMA_PRIMARY2008
10123,OBAMA_PRIMARY2008
10124,OBAMA_PRIMARY2008
10125,OBAMA_PRIMARY2008
10126,OBAMA_PRIMARY2008
10127,OBAMA_PRIMARY2008
10128,OBAMA_PRIMARY2008
10129,OBAMA_PRIMARY2008
10130,OBAMA_PRIMARY2008
10131,OBAMA_PRIMARY2008
10132,OBAMA_PRIMARY2008
10133,OBAMA_PRIMARY2008
10134,OBAMA_PRIMARY2008
10135,OBAMA_PRIMARY2008
10136,OBAMA_PRIMARY2008
10137,OBAMA_PRIMARY2008
10138,OBAMA_PRIMARY2008
10139,OBAMA_PRIMARY2008
10140,OBAMA_PRIMARY2008
10141,OBAMA_PRIMARY2008
10142,OBAMA_PRIMARY2008
10143,OBAMA_PRIMARY2008
10144,OBAMA_PRIMARY2008
10145,OBAMA_PRIMARY2008
10146,OBAMA_PRIMARY2008
10147,OBAMA_PRIMARY2008
10148,OBAMA_PRIMARY2008
10149,OBAMA_PRIMARY2008
10150,OBAMA_PRIMARY2008
10151,OBAMA_PRIMARY2008
10152,OBAMA_PRIMARY2008
10153,OBAMA_PRIMARY2008
10154,OBAMA_PRIMARY2008
10155,OBAMA_PRIMARY2008
10156,OBAMA_PRIMARY2008
10157,OBAMA_PRIMARY2008
10158,OBAMA_PRIMARY2008
10159,OBAMA_PRIMARY2008
10160,OBAMA_PRIMARY2008
10161,OBAMA_PRIMARY2008
10162,OBAMA_PRIMARY2008
10163,OBAMA_PRIMARY2008
10164,OBAMA_PRIMARY2008
10165,OBAMA_PRIMARY2008
10166,OBAMA_PRIMARY2008
10167,OBAMA_PRIMARY2008
10168,OBAMA_PRIMARY2008
10169,OBAMA_PRIMARY2008
10170,OBAMA_PRIMARY2008
10171,OBAMA_PRIMARY2008
10172,OBAMA_PRIMARY2008
10173,OBAMA_PRIMARY2008
10174,OBAMA_PRIMARY2008
10175,OBAMA_PRIMARY2008
10176,OBAMA_PRIMARY2008
10177,OBAMA_PRIMARY2008
10178,OBAMA_PRIMARY2008
10179,OBAMA_PRIMARY2008
10180,OBAMA_PRIMARY2008
10181,OBAMA_PRIMARY2008
10182,OBAMA_PRIMARY2008
10183,OBAMA_PRIMARY2008
10184,OBAMA_PRIMARY2008
10185,OBAMA_PRIMARY2008
10186,OBAMA_PRIMARY2008
10187,OBAMA_PRIMARY2008
10188,OBAMA_PRIMARY2008
10189,OBAMA_PRIMARY2008
10190,OBAMA_PRIMARY2008
10191,OBAMA_PRIMARY2008
10192,OBAMA_PRIMARY2008
10193,OBAMA_PRIMARY2008
10194,OBAMA_PRIMARY2008
10195,OBAMA_PRIMARY2008
10196,OBAMA_PRIMARY2008
10197,OBAMA_PRIMARY2008
10198,OBAMA_PRIMARY2008
10199,OBAMA_PRIMARY2008
10200,OBAMA_PRIMARY2008
10201,OBAMA_PRIMARY2008
10202,OBAMA_PRIMARY2008
10203,OBAMA_PRIMARY2008
10204,OBAMA_PRIMARY2008
10205,OBAMA_PRIMARY2008
10206,OBAMA_PRIMARY2008
10207,OBAMA_PRIMARY2008
10208,OBAMA_PRIMARY2008
10209,OBAMA_PRIMARY2008
10210,OBAMA_PRIMARY2008
10211,OBAMA_PRIMARY2008
10212,OBAMA_PRIMARY2008
10213,OBAMA_PRIMARY2008
10214,OBAMA_PRIMARY2008
10215,OBAMA_PRIMARY2008
10216,OBAMA_PRIMARY2008
10217,OBAMA_PRIMARY2008
10218,OBAMA_PRIMARY2008
10219,OBAMA_PRIMARY2008
10220,OBAMA_PRIMARY2008
10221,OBAMA_PRIMARY2008
10222,OBAMA_PRIMARY2008
10223,OBAMA_PRIMARY2008
10224,OBAMA_PRIMARY2008
10225,OBAMA_PRIMARY2008
10226,OBAMA_PRIMARY2008
10227,OBAMA_PRIMARY2008
10228,OBAMA_PRIMARY2008
10229,OBAMA_PRIMARY2008
10230,OBAMA_PRIMARY2008
10231,OBAMA_PRIMARY2008
10232,OBAMA_PRIMARY2008
10233,OBAMA_PRIMARY2008
10234,OBAMA_PRIMARY2008
10235,OBAMA_PRIMARY2008
10236,OBAMA_PRIMARY2008
10237,OBAMA_PRIMARY2008
10238,OBAMA_PRIMARY2008
10239,OBAMA_PRIMARY2008
10240,OBAMA_PRIMARY2008
10241,OBAMA_PRIMARY2008
10242,OBAMA_PRIMARY2008
10243,OBAMA_PRIMARY2008
10244,OBAMA_PRIMARY2008
10245,OBAMA_PRIMARY2008
10246,OBAMA_PRIMARY2008
10247,OBAMA_PRIMARY2008
10248,OBAMA_PRIMARY2008
10249,OBAMA_PRIMARY2008
10250,OBAMA_PRIMARY2008
10251,OBAMA_PRIMARY2008
10252,OBAMA_PRIMARY2008
10253,OBAMA_PRIMARY2008
10254,OBAMA_PRIMARY2008
10255,OBAMA_PRIMARY2008
10256,OBAMA_PRIMARY2008
10257,OBAMA_PRIMARY2008
10258,OBAMA_PRIMARY2008
10259,OBAMA_PRIMARY2008
10260,OBAMA_PRIMARY2008
10261,OBAMA_PRIMARY2008
10262,OBAMA_PRIMARY2008
10263,OBAMA_PRIMARY2008
10264,OBAMA_PRIMARY2008
10265,OBAMA_PRIMARY2008
10266,OBAMA_PRIMARY2008
10267,OBAMA_PRIMARY2008
10268,OBAMA_PRIMARY2008
10269,OBAMA_PRIMARY2008
10270,OBAMA_PRIMARY2008
10271,OBAMA_PRIMARY2008
10272,OBAMA_PRIMARY2008
10273,OBAMA_PRIMARY2008
10274,OBAMA_PRIMARY2008
10275,OBAMA_PRIMARY2008
10276,OBAMA_PRIMARY2008
10277,OBAMA_PRIMARY2008
10278,OBAMA_PRIMARY2008
10279,OBAMA_PRIMARY2008
10280,OBAMA_PRIMARY2008
10281,OBAMA_PRIMARY2008
